9,3899900001500
38,3719999010000
39,3719999010000
40,3719999010000
43,3719999010000
45,3719999010000
46,3719999010000
188,3899900001500
41,3719999010000
351,3899900001500
357,3899900001500
49,3899900001500
349,3899900001500
343,3899900001500
344,3899900001500
341,3899900001500
342,3899900001500
369,3899900001500
363,3899900001500
364,3899900001500
365,3899900001500
352,3899900001500
353,3899900001500
354,3899900001500
361,3899900001500
346,3899900001500
347,3899900001500
348,3899900001500
358,3899900001500
52,3719999010000
359,3899900001500
355,3899900001500
356,3899900001500
362,3719999010000
164,2820704000000
141,4291600000000
182,4291600000000
145,4291600000000
144,4291600000000
178,4291600000000
137,3649002009900
138,3649002009900
139,3649002009900
146,3649002009900
147,3649002009900
148,3649002009900
149,3649002009900
374,3899402000200
189,3899900000500
350,3899900000500
238,4291502000000
239,4291502000000
324,3899302999900
368,4291502000000
329,4291401000000
373,4291502000000
243,4291502000000
215,4292103029900
242,4291502000000
244,4291502000000
330,4291502000000
247,4291303010000
248,4291303010000
249,4291303010000
250,4291303010000
251,4291303010000
192,4291303010000
252,4291303010000
193,4291303010000
268,4291303010000
375,4291303010000
269,4291303010000
194,4291303010000
195,4291303010000
376,4291303010000
377,4291303010000
378,4291303010000
240,4291303010000
196,4292101040000
267,4291303010000
339,4291303010000
266,4291303010000
212,4291303010000
197,4291303010000
198,4291303010000
199,4291303010000
200,4291303010000
202,4291303010000
213,4291303010000
203,4291303010000
204,4291303010000
206,4291303010000
207,4291303010000
214,4291303010000
246,4291303010000
256,4291303010000
257,4291303010000
258,4291303010000
316,4291303010000
259,4291303010000
260,4291303010000
261,4291303010000
262,4291303010000
263,4291303010000
209,4291303010000
264,4291303010000
328,4291303010000
265,4291303010000
327,4291303010000
210,4291303010000
211,4291303010000
338,4291303010000
337,4291303010000
336,4291303010000
335,4291303010000
305,4291303010000
309,4291303010000
325,4291303010000
253,4291303010000
254,4291303010000
370,4291303010000
366,4291303010000
367,4291303010000
371,4291303010000
372,4291303010000
310,4291303010000
311,4291303010000
255,4291303010000
312,4291303010000
314,4291303010000
315,4291303010000
217,4291502000000
282,4291502000000
218,4291502000000
273,4291502000000
274,4291502000000
229,4291502000000
276,4291502000000
233,4291502000000
227,4291502000000
228,4291502000000
